patient_id,review,cleaned_review,tokens,tokens_no_stop,tokens_lemmatized,preprocessed_text,remove_reason
PATIENT_0094,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep
PATIENT_0095,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep
PATIENT_0096,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep
PATIENT_0097,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep
PATIENT_0098,Felt very welcome and well taken care of. Excellent experience!,felt very welcome and well taken care of excellent experience,"['felt', 'very', 'welcome', 'and', 'well', 'taken', 'care', 'of', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']",felt welcome well taken care excellent experience,keep
PATIENT_0099,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep
PATIENT_0100,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep
PATIENT_0101,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep
PATIENT_0102,The doctor was very professional and caring. Highly satisfied!,the doctor was very professional and caring highly satisfied,"['the', 'doctor', 'was', 'very', 'professional', 'and', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']",doctor professional caring highly satisfied,keep
PATIENT_0103,Best healthcare experience I've had. Very impressed!,best healthcare experience i have had very impressed,"['best', 'healthcare', 'experience', 'i', 'have', 'had', 'very', 'impressed']","['best', 'healthcare', 'experience', 'impressed']","['best', 'healthcare', 'experience', 'impressed']",best healthcare experience impressed,keep
PATIENT_0104,Outstanding care from the entire team. Thank you so much!,outstanding care from the entire team thank you so much,"['outstanding', 'care', 'from', 'the', 'entire', 'team', 'thank', 'you', 'so', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']",outstanding care entire team thank much,keep
PATIENT_0105,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep
PATIENT_0106,Poor communication from the medical team.,poor communication from the medical team,"['poor', 'communication', 'from', 'the', 'medical', 'team']","['poor', 'communication', 'medical', 'team']","['poor', 'communication', 'medical', 'team']",poor communication medical team,keep
PATIENT_0107,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep
PATIENT_0108,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep
PATIENT_0109,Dirty facilities and poor organization. Not impressed.,dirty facilities and poor organization not impressed,"['dirty', 'facilities', 'and', 'poor', 'organization', 'not', 'impressed']","['dirty', 'facilities', 'poor', 'organization', 'impressed']","['dirty', 'facility', 'poor', 'organization', 'impressed']",dirty facility poor organization impressed,keep
PATIENT_0110,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep
PATIENT_0111,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep
PATIENT_0112,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep
PATIENT_0113,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep
PATIENT_0114,Terrible experience. Long wait times and rude staff.,terrible experience long wait times and rude staff,"['terrible', 'experience', 'long', 'wait', 'times', 'and', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'times', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'time', 'rude', 'staff']",terrible experience long wait time rude staff,keep
PATIENT_0115,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep
PATIENT_0116,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep
PATIENT_0117,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep
PATIENT_0118,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep
PATIENT_0119,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep
PATIENT_0120,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep
PATIENT_0121,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep
PATIENT_0122,Dirty facilities and poor organization. Not impressed.,dirty facilities and poor organization not impressed,"['dirty', 'facilities', 'and', 'poor', 'organization', 'not', 'impressed']","['dirty', 'facilities', 'poor', 'organization', 'impressed']","['dirty', 'facility', 'poor', 'organization', 'impressed']",dirty facility poor organization impressed,keep
PATIENT_0123,Terrible experience. Long wait times and rude staff.,terrible experience long wait times and rude staff,"['terrible', 'experience', 'long', 'wait', 'times', 'and', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'times', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'time', 'rude', 'staff']",terrible experience long wait time rude staff,keep
PATIENT_0124,Standard healthcare service. Met my basic needs.,standard healthcare service met my basic needs,"['standard', 'healthcare', 'service', 'met', 'my', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'need']",standard healthcare service met basic need,keep
PATIENT_0125,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep
PATIENT_0126,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep
PATIENT_0127,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep
