patient_id,review,cleaned_review,tokens,tokens_no_stop,tokens_lemmatized,preprocessed_text,remove_reason,polarity_score,sentiment
PATIENT_0088,Standard healthcare service. Met my basic needs.,standard healthcare service met my basic needs,"['standard', 'healthcare', 'service', 'met', 'my', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'needs']","['standard', 'healthcare', 'service', 'met', 'basic', 'need']",standard healthcare service met basic need,keep,0.0,Neutral
PATIENT_0089,Average service quality. Could be better or worse.,average service quality could be better or worse,"['average', 'service', 'quality', 'could', 'be', 'better', 'or', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']",average service quality could better worse,keep,-0.01666666666666668,Neutral
PATIENT_0090,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep,0.4166666666666667,Positive
PATIENT_0091,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
PATIENT_0092,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0093,The doctor was dismissive and didn't listen to my concerns.,the doctor was dismissive and did not listen to my concerns,"['the', 'doctor', 'was', 'dismissive', 'and', 'did', 'not', 'listen', 'to', 'my', 'concerns']","['doctor', 'dismissive', 'listen', 'concerns']","['doctor', 'dismissive', 'listen', 'concern']",doctor dismissive listen concern,keep,0.0,Neutral
PATIENT_0094,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep,-0.2,Negative
PATIENT_0095,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep,0.5,Positive
PATIENT_0096,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep,0.375,Positive
PATIENT_0097,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep,-0.75,Negative
PATIENT_0098,Felt very welcome and well taken care of. Excellent experience!,felt very welcome and well taken care of excellent experience,"['felt', 'very', 'welcome', 'and', 'well', 'taken', 'care', 'of', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']",felt welcome well taken care excellent experience,keep,0.9,Positive
PATIENT_0099,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0100,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep,-0.3,Negative
PATIENT_0101,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep,0.375,Positive
PATIENT_0102,The doctor was very professional and caring. Highly satisfied!,the doctor was very professional and caring highly satisfied,"['the', 'doctor', 'was', 'very', 'professional', 'and', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']","['doctor', 'professional', 'caring', 'highly', 'satisfied']",doctor professional caring highly satisfied,keep,0.3,Positive
PATIENT_0103,Best healthcare experience I've had. Very impressed!,best healthcare experience i have had very impressed,"['best', 'healthcare', 'experience', 'i', 'have', 'had', 'very', 'impressed']","['best', 'healthcare', 'experience', 'impressed']","['best', 'healthcare', 'experience', 'impressed']",best healthcare experience impressed,keep,1.0,Positive
PATIENT_0104,Outstanding care from the entire team. Thank you so much!,outstanding care from the entire team thank you so much,"['outstanding', 'care', 'from', 'the', 'entire', 'team', 'thank', 'you', 'so', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']","['outstanding', 'care', 'entire', 'team', 'thank', 'much']",outstanding care entire team thank much,keep,0.2333333333333333,Positive
PATIENT_0105,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep,0.3333333333333333,Positive
PATIENT_0106,Poor communication from the medical team.,poor communication from the medical team,"['poor', 'communication', 'from', 'the', 'medical', 'team']","['poor', 'communication', 'medical', 'team']","['poor', 'communication', 'medical', 'team']",poor communication medical team,keep,-0.2,Negative
PATIENT_0107,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep,0.3333333333333333,Positive
PATIENT_0108,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep,-0.75,Negative
PATIENT_0109,Dirty facilities and poor organization. Not impressed.,dirty facilities and poor organization not impressed,"['dirty', 'facilities', 'and', 'poor', 'organization', 'not', 'impressed']","['dirty', 'facilities', 'poor', 'organization', 'impressed']","['dirty', 'facility', 'poor', 'organization', 'impressed']",dirty facility poor organization impressed,keep,0.0,Neutral
PATIENT_0110,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep,-0.75,Negative
PATIENT_0111,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep,0.0,Neutral
PATIENT_0112,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep,-0.75,Negative
PATIENT_0113,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
PATIENT_0114,Terrible experience. Long wait times and rude staff.,terrible experience long wait times and rude staff,"['terrible', 'experience', 'long', 'wait', 'times', 'and', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'times', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'time', 'rude', 'staff']",terrible experience long wait time rude staff,keep,-0.45,Negative
PATIENT_0115,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep,-0.2,Negative
PATIENT_0116,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0117,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep,0.3333333333333333,Positive
PATIENT_0118,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep,0.5,Positive
PATIENT_0119,Waste of time and money. Very unhelpful staff.,waste of time and money very unhelpful staff,"['waste', 'of', 'time', 'and', 'money', 'very', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']","['waste', 'time', 'money', 'unhelpful', 'staff']",waste time money unhelpful staff,keep,-0.2,Negative
PATIENT_0120,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
